TempBodyAccelerationmean.X  TempBodyAccelerationmean.Y  TempBodyAccelerationmean.Z  TempBodyAccelerationstd.X  TempBodyAccelerationstd.Y  TempBodyAccelerationstd.Z  TempGravityAccelerationmean.X  TempGravityAccelerationmean.Y  TempGravityAccelerationmean.Z  TempGravityAccelerationstd.X  TempGravityAccelerationstd.Y  TempGravityAccelerationstd.Z  TempBodyAccelerationJerkmean.X  TempBodyAccelerationJerkmean.Y  TempBodyAccelerationJerkmean.Z  TempBodyAccelerationJerkstd.X  TempBodyAccelerationJerkstd.Y  TempBodyAccelerationJerkstd.Z  TempBodyGyroscopemean.X  TempBodyGyroscopemean.Y  TempBodyGyroscopemean.Z  TempBodyGyroscopestd.X  TempBodyGyroscopestd.Y  TempBodyGyroscopestd.Z  TempBodyGyroscopeJerkmean.X  TempBodyGyroscopeJerkmean.Y  TempBodyGyroscopeJerkmean.Z  TempBodyGyroscopeJerkstd.X  TempBodyGyroscopeJerkstd.Y  TempBodyGyroscopeJerkstd.Z  TempBodyAccelerationMagnitudemean  TempBodyAccelerationMagnitudestd  TempGravityAccelerationmean  TempGravityAccelerationstd  TempBodyAccelerationJerkMagmean  TempBodyAccelerationJerkMagstd  TempBodyGyroscopeMagmean  TempBodyGyroscopeMagstd  TempBodyGyroscopeJerkMagmean  TempBodyGyroscopeJerkMagstd  FrequencyBodyAccelerationmean.X  FrequencyBodyAccelerationmean.Y  FrequencyBodyAccelerationmean.Z  FrequencyBodyAccelerationstd.X  FrequencyBodyAccelerationstd.Y  FrequencyBodyAccelerationstd.Z  FrequencyBodyAccelerationJerkmean.X  FrequencyBodyAccelerationJerkmean.Y  FrequencyBodyAccelerationJerkmean.Z  FrequencyBodyAccelerationJerkstd.X  FrequencyBodyAccelerationJerkstd.Y  FrequencyBodyAccelerationJerkstd.Z  FrequencyBodyGyroscopemean.X  FrequencyBodyGyroscopemean.Y  FrequencyBodyGyroscopemean.Z  FrequencyBodyGyroscopestd.X  FrequencyBodyGyroscopestd.Y  FrequencyBodyGyroscopestd.Z  FrequencyBodyAccelerationMagnitudemean  FrequencyBodyAccelerationMagnitudestd  FrequencyBodyAccelerationJerkMagnitudemean  FrequencyBodyAccelerationJerkMagnitudestd  FrequencyBodyGyroscopeMagnitudemean  FrequencyBodyGyroscopeMagnitudestd  FrequencyBodyGyroscopeJerkmean  FrequencyBodyGyroscopeJerkstd  ActivityCode  SubjectID
X11  0.278277840493671  -0.016288267228288  -0.110699055226171  -0.530791398571899  -0.40186547118038  -0.584973834722468  0.673010269506329  -0.0384896967159494  0.0864486976937025  -0.965645249335443  -0.953213824462025  -0.943674079746835  0.0858645097708861  0.00610969031187089  -0.00177372956465823  -0.595282745377215  -0.535920102411396  -0.732677686306962  -0.0420239474041139  -0.072002942275057  0.0903197109513924  -0.677073573098101  -0.622397879142089  -0.615144016170886  -0.089465764215443  -0.0379341949968354  -0.0517923736652848  -0.696044933559494  -0.736101006775316  -0.678128708837342  -0.47187232864581  -0.51135009043038  -0.47187232864581  -0.51135009043038  -0.60122000940981  -0.571396513713608  -0.550100719448734  -0.605542075541076  -0.713711395572785  -0.736465221956329  -0.563201309467405  -0.443498304150475  -0.633086670401582  -0.519775079545  -0.419376003851899  -0.593389267035728  -0.620067221492813  -0.563103324546202  -0.713610731609494  -0.605944013305696  -0.537957338005696  -0.750625055231013  -0.619518343607911  -0.648036213005696  -0.588975933993987  -0.697408871693038  -0.612597166838608  -0.66129263361076  -0.510668875341772  -0.58968621318576  -0.566232050377595  -0.58157514140443  -0.640787366329114  -0.652741920436076  -0.740690168272152  -0.750109773556646  3.4620253164557  11
X12  0.276824600271875  -0.0202052766255  -0.111550225429375  -0.617993819607187  -0.53111469385125  -0.619432507353437  0.677993382159375  0.003768482070625  0.124155475361563  -0.96588218253125  -0.958355618625  -0.9441569786875  0.0732365883340625  0.0137748310931562  4.865497240625e-05  -0.642204098277813  -0.634100191811844  -0.78191842592  -0.0218697290693438  -0.0813825125294375  0.0889308739746875  -0.721071416265625  -0.67606533373125  -0.664448506553125  -0.091114747202125  -0.0433229628943438  -0.0509972143585938  -0.7478459495375  -0.79009964281125  -0.753289956225  -0.564459476608125  -0.602598456038125  -0.564459476608125  -0.602598456038125  -0.664984820759375  -0.636917440534375  -0.608926728451625  -0.667676449969375  -0.771612024221562  -0.783526859268125  -0.618171840688437  -0.557223106121875  -0.678079243449062  -0.619887026321875  -0.548750049498969  -0.620715743392  -0.654405273959688  -0.651229174292188  -0.763061235429062  -0.662565279240312  -0.641055402535938  -0.7996985558625  -0.68313481553125  -0.70386819779125  -0.65542411563125  -0.735029343809375  -0.66603336970625  -0.700228898776875  -0.597315190237813  -0.668809237714063  -0.627762042339375  -0.652309765387812  -0.704965387365  -0.7031923422225  -0.784695453524375  -0.798123148721875  3.628125  12
X13  0.279172579266055  -0.0184144690583456  -0.108543413613761  -0.529936697246572  -0.46018774063578  -0.553827708424159  0.768614021590214  -0.0773569012544342  0.0715999675097859  -0.971181077094801  -0.958520076391437  -0.933402166697248  0.0826745337434251  0.00362782790825382  -0.0156971632261131  -0.582286940655963  -0.569815770280122  -0.738971986664526  -0.0198977787842508  -0.0841516036466972  0.084977043832263  -0.664009715181957  -0.598002774747401  -0.636082367461774  -0.0947935746375841  -0.0407673670959633  -0.0549847554178899  -0.69079599712844  -0.75320818946789  -0.710833238280122  -0.478685965628135  -0.517804512574251  -0.478685965628135  -0.517804512574251  -0.606483632602447  -0.573610772627829  -0.527654794187003  -0.585249660092355  -0.727394801006116  -0.743057644874618  -0.55194486902844  -0.486823428832844  -0.629221032149847  -0.522911232876758  -0.481874446632508  -0.553839031866667  -0.59844166728104  -0.59154336108104  -0.717114978812844  -0.603685504654434  -0.575828834520184  -0.759746592798165  -0.609926553775841  -0.65422098866055  -0.612343921601529  -0.683686164755352  -0.576258120795719  -0.678760697981651  -0.516389149230275  -0.595153520783486  -0.564721890142508  -0.588963989227829  -0.637091773293272  -0.625991145911315  -0.744428362996024  -0.760532599533639  3.55045871559633  13
X14  0.2758512584613  -0.016538219299226  -0.108387138330341  -0.753720544032229  -0.690184705095046  -0.761026158956656  0.457938974393189  0.195002343535604  0.216231676040867  -0.966243853250774  -0.967026856006192  -0.953108777894737  0.0737222776249226  0.00515100899952632  -0.00366671386214242  -0.771926896201238  -0.753418792963158  -0.849783667619505  -0.0238725552074303  -0.0783672096634675  0.0835849056291641  -0.814151708904334  -0.828522727452012  -0.77926548701548  -0.10158305077774  -0.0373417136569659  -0.057113585670805  -0.830620901894737  -0.878305969080495  -0.840784800052632  -0.717673842513003  -0.742138166390093  -0.717673842513003  -0.742138166390093  -0.780287229670279  -0.764462019860681  -0.750567519139009  -0.782134631783282  -0.860352609665635  -0.867207925727554  -0.766166753662848  -0.710915741697833  -0.790154073458204  -0.749796969920433  -0.699581228241641  -0.76487496877709  -0.783404377470898  -0.76734496077709  -0.836539761414861  -0.78060712442065  -0.755181654394427  -0.861761213978328  -0.787769693653251  -0.835412029780186  -0.777452292409598  -0.823811237146316  -0.826851857272446  -0.801358636600619  -0.739184207519195  -0.784799984430031  -0.763919277570341  -0.766625369025077  -0.813564205082043  -0.800494959383901  -0.870608931919505  -0.872324266659443  3.47987616099071  14
X15  0.277815031063415  -0.0173038676089634  -0.116169081286585  -0.654070439464634  -0.559081794114634  -0.640108304990854  0.732572216786585  -0.0414674009926524  0.0720758113031098  -0.970590852073171  -0.957833979329268  -0.937612052408537  0.0679933413740244  0.0128463208778354  0.00132412227577744  -0.679008442930488  -0.649500655267683  -0.777887925834177  -0.0285653185041585  -0.0772745096784756  0.100454140258232  -0.743224697460366  -0.706645871762195  -0.698183508403963  -0.0888848865426829  -0.0530569539092988  -0.0593509106227134  -0.762384035689024  -0.797120939283537  -0.777303694170427  -0.589180628929268  -0.636858123445122  -0.589180628929268  -0.636858123445122  -0.680487766617378  -0.667958687855793  -0.6404396897  -0.681927180551829  -0.781278377343293  -0.794621554559451  -0.662553651506098  -0.582062563271037  -0.687492344897866  -0.652140503788415  -0.576152494490854  -0.644776592570122  -0.692826399091463  -0.667011181240854  -0.763124308042683  -0.693717863613872  -0.654880786232622  -0.791949045268598  -0.702281163118293  -0.73420182557378  -0.692802346110671  -0.758105404021341  -0.695282509278963  -0.72894839539939  -0.631960116743293  -0.697683032353659  -0.657673717219817  -0.684063007800305  -0.717248567674085  -0.715726812871646  -0.798325836661585  -0.805199544940854  3.6859756097561  15
X16  0.276111766095628  -0.0184197824108361  -0.103570943493443  -0.718177199344262  -0.623669501011475  -0.672181042114809  0.791951616937158  -0.0382556460461749  0.0205567584264481  -0.970675869060109  -0.952501895491803  -0.92891444876776  0.0762496978501366  0.00547489646925683  -0.000337031909379782  -0.736152574757924  -0.703654065081913  -0.804757193068306  -0.0292012566824044  -0.070962935750847  0.086806077823224  -0.78740510420765  -0.750091828169945  -0.715123008799399  -0.0965134141937158  -0.0430013853877049  -0.0557734210754098  -0.80781828601612  -0.824045791789727  -0.817051464363388  -0.654374614300164  -0.687340803306011  -0.654374614300164  -0.687340803306011  -0.733849135213085  -0.720099433408197  -0.684527616987432  -0.738619169949454  -0.818704258937158  -0.824732977844262  -0.724133637660109  -0.643506290069126  -0.717460351682049  -0.717002212465027  -0.638086341784863  -0.675608381952459  -0.746082163056831  -0.716426357074317  -0.786641600205464  -0.749936839475137  -0.711054185405738  -0.821826343831967  -0.754927054568579  -0.760635191314208  -0.72170992252623  -0.799492657289617  -0.747764869011749  -0.740287528338798  -0.684890115560382  -0.739202735587432  -0.711429781563661  -0.733828268406011  -0.76375731139071  -0.769295868486612  -0.824242814357923  -0.83857886336776  3.77049180327869  16
X17  0.271361492043478  -0.00815566191793478  -0.109290938407065  -0.666559958024457  -0.561566356581331  -0.610288009220109  0.662935438782609  0.0296388946160326  0.115624390915054  -0.954407641331522  -0.934955438494837  -0.91285220125  0.0787608244630435  0.0101204726533614  -0.00705135125994837  -0.704931282464674  -0.67844814097337  -0.805747671236413  -0.0208787418252717  -0.0869623949907609  0.0893765095097554  -0.75021167675  -0.689830164430435  -0.699025918704348  -0.101353339715217  -0.0352906408177446  -0.0523762677331793  -0.783389629692935  -0.825631824084239  -0.795443569945652  -0.578432638513804  -0.634125259201087  -0.578432638513804  -0.634125259201087  -0.712836361086956  -0.699448045569565  -0.629312622726902  -0.683016859994022  -0.808090182918478  -0.824773202692935  -0.680783144350815  -0.595454990092663  -0.693561122963044  -0.662090062122283  -0.573980174474456  -0.601467815886413  -0.719540144216821  -0.693650269904022  -0.789589690407609  -0.7164973210625  -0.684114036315489  -0.82082321557337  -0.718180291290761  -0.735355733186658  -0.696967898827174  -0.762382280630625  -0.670143600865217  -0.728191509759239  -0.645510493461141  -0.687351670895543  -0.695217149452636  -0.707766106478749  -0.734739875417935  -0.706290914138587  -0.825071332302174  -0.8375101593125  3.71467391304348  17
X18  0.271477920497253  -0.0178717410240074  -0.102745360137912  -0.524458961021429  -0.418870888296429  -0.533478110164286  0.802814468214286  -0.0932356479563187  0.0220678129508516  -0.963843059285714  -0.942159036098901  -0.909624868870879  0.0663442421557692  0.0133976460826071  0.00172221379576923  -0.591587568481593  -0.574575767488187  -0.76178813782967  -0.0417686185987088  -0.0626968023971786  0.0883955298635989  -0.653462481854396  -0.644928526121154  -0.581393145818681  -0.102080497766593  -0.0446706660501099  -0.0522242874142582  -0.705394749991758  -0.796516126453297  -0.702408753264286  -0.451284821620165  -0.511535547171978  -0.451284821620165  -0.511535547171978  -0.616604211411264  -0.594862552351896  -0.513560323738187  -0.604268268112912  -0.751685892664835  -0.783427263813187  -0.555935445972802  -0.470748348569396  -0.625829940763736  -0.514323062300275  -0.431867824225  -0.525413856327198  -0.611824463216484  -0.595087390930494  -0.740656499945055  -0.607845580503571  -0.581459426938838  -0.781785004917582  -0.606112197752198  -0.689728613535714  -0.579482292711539  -0.67140705789011  -0.626399292096154  -0.623001224434066  -0.520807059142033  -0.584510840019505  -0.587204322031593  -0.608168669716758  -0.664969404789011  -0.635755429480769  -0.781904793379121  -0.801651989417582  3.62637362637363  18
X19  0.2702944061725  -0.0170286079907222  -0.105913120703056  -0.582064450761944  -0.474398896389667  -0.549921586060556  0.674780839880556  -0.016668943945  0.0416687350775  -0.959415166444444  -0.954618558027778  -0.934184195402778  0.0800609580994444  0.00224714284192222  -0.0138152491061778  -0.613771797248889  -0.571868001360556  -0.727384295727778  -0.0210457830719444  -0.07870953013925  0.0953440336675556  -0.717393512025  -0.653801960542222  -0.618172724896389  -0.0978031868711111  -0.0446515342065  -0.05471664544525  -0.7256929332525  -0.758232972061111  -0.72594288485  -0.512569756220056  -0.563115465536944  -0.512569756220056  -0.563115465536944  -0.6151905365475  -0.59805043056  -0.578844962610917  -0.653843650938889  -0.740449227341667  -0.760331157355556  -0.589381843769167  -0.49784267136225  -0.613333585635833  -0.580570459023611  -0.496725928234722  -0.553925348224944  -0.628592905919444  -0.595576764010528  -0.707473496388333  -0.633418415139639  -0.575751385672778  -0.746043523163889  -0.670980155926389  -0.675165330054444  -0.618401352877778  -0.733956763230556  -0.647388979297222  -0.655390763402778  -0.553418702918611  -0.638600397007222  -0.587634587417222  -0.615489416389722  -0.681999638813889  -0.698114214222222  -0.759505193873056  -0.779548186563889  3.9  19
X20  0.272220260475989  -0.0186749362757345  -0.109238434816102  -0.494853244035876  -0.367114315280113  -0.487093403873531  0.675278040310734  -0.0556967916271186  0.058384306108983  -0.959349702175141  -0.947177111158192  -0.927115053050847  0.0713521412069774  0.00474731300192938  0.00189210488334463  -0.544906341259209  -0.518541189114407  -0.695009067483051  -0.00774246337429378  -0.0868380636369181  0.0852610583234463  -0.646131646114972  -0.53763423693839  -0.500284283309322  -0.123092240163322  -0.0429339372840113  -0.0504864296847458  -0.658457542546045  -0.700334500124576  -0.639981230556497  -0.418979430278814  -0.474671756696045  -0.418979430278814  -0.474671756696045  -0.558510964005085  -0.532386561981638  -0.45851539184065  -0.545504965189266  -0.677362480649717  -0.696199842607627  -0.519804829400226  -0.41369662480209  -0.560592157063644  -0.486825075518079  -0.385642135142373  -0.490040519065452  -0.571357845548305  -0.541733672869407  -0.669137213953898  -0.559135259183051  -0.526887129385593  -0.720036011822599  -0.58610201930904  -0.575240738980791  -0.496348548629096  -0.667351167321751  -0.523003591638588  -0.549563534415254  -0.474408933028814  -0.55801957270904  -0.523439135909887  -0.548999596707768  -0.587006440328249  -0.598745846264124  -0.696376317369124  -0.718839356351977  3.74293785310734  20
X21  0.273805020551471  -0.0170676822817451  -0.108311421761765  -0.620696611676961  -0.512940321078431  -0.641177116456863  0.657458263517157  0.0599506520456243  0.0808882892229017  -0.967739631544118  -0.956710744218137  -0.94585861754902  0.0934867514014951  0.00218665706434196  -0.00621186671153676  -0.643163968084804  -0.605784793909804  -0.768333767156863  -0.0375202330483088  -0.0723793720392157  0.093003217642549  -0.728353527788971  -0.730116593669118  -0.66649805837451  -0.101834902130882  -0.0395396539031863  -0.0633531933035784  -0.73082387018701  -0.810678711690833  -0.75474608642402  -0.561699985609559  -0.618803105948578  -0.561699985609559  -0.618803105948578  -0.648068815934314  -0.641782797856495  -0.62999742615799  -0.690319414921569  -0.775190332002451  -0.80215277385049  -0.63951906863799  -0.539579043981618  -0.685954174954902  -0.615045362058578  -0.530854028817402  -0.647433272516838  -0.662432448108088  -0.625532346167647  -0.752204754802696  -0.6558275613625  -0.611735266403363  -0.783406871296569  -0.67616099914951  -0.742326241148897  -0.660882152744118  -0.74630105675  -0.727067418757353  -0.700963384459804  -0.604202212260539  -0.687918563317402  -0.633357177782353  -0.656297852273922  -0.721253848977941  -0.725334699981618  -0.802873069913726  -0.816109075372549  3.93627450980392  21
X22  0.271322572660436  -0.0272921211796885  -0.105844407416324  -0.6691967485081  -0.552779334904361  -0.655611349077819  0.579550143411215  0.0947840291316075  0.126483809698349  -0.956255863146417  -0.942960369638629  -0.929985903831776  0.0781910673084424  0.0120129105731464  -0.00211747467140187  -0.693689168001246  -0.648650042668536  -0.784458239610592  -0.0399870086854517  -0.0691833220682243  0.100682814487539  -0.767811193706231  -0.70762527411838  -0.691349156046729  -0.0906673766934579  -0.0474853468854206  -0.0632040394361059  -0.741907017588785  -0.790641930102804  -0.731162931315576  -0.60217175677134  -0.625658630020872  -0.60217175677134  -0.625658630020872  -0.694494054515576  -0.670927922157009  -0.64843400441433  -0.693229900868847  -0.768658353199377  -0.777463394909657  -0.67330821525891  -0.579487305744268  -0.698984778514019  -0.668611427274143  -0.568871048750779  -0.662990477048287  -0.704962889299065  -0.670235725385358  -0.764902263833022  -0.709971484778193  -0.649084424710903  -0.802777696099689  -0.709940930677259  -0.729591387299065  -0.668038691147041  -0.787717457947041  -0.700089851915265  -0.730730390496262  -0.624347621738318  -0.686794900261682  -0.664469903300623  -0.681355382113396  -0.712354322512773  -0.737432193250467  -0.778187993265919  -0.792818343481308  3.8411214953271  22
X23  0.276717394728495  -0.0171437991102688  -0.110840991066667  -0.633227057498737  -0.527316458595618  -0.639357491956586  0.676958397849462  -0.0222085902419355  0.118139077819543  -0.970644443897849  -0.959581079569892  -0.94395834016129  0.0719708415516935  0.00519727423074462  0.00340977328786344  -0.658068939696505  -0.634325220237392  -0.782876117273925  -0.0502519535422043  -0.0635613006258602  0.086893648413172  -0.716046990766935  -0.71136760119086  -0.673671013162634  -0.0968297903369355  -0.0353404725388441  -0.045441355618414  -0.735693315658602  -0.799938034669355  -0.767210027076075  -0.575438456342204  -0.62006842159578  -0.575438456342204  -0.62006842159578  -0.669888812602419  -0.652132858459677  -0.618970136282903  -0.679511450496774  -0.77490743122043  -0.793080369282258  -0.63930772470707  -0.557537000323226  -0.689253773991935  -0.63221164379664  -0.542737388713172  -0.642724604806183  -0.673521774327957  -0.652191109223925  -0.76487833119086  -0.673156445662634  -0.640415292803065  -0.799629688252688  -0.672664312599194  -0.730588846930108  -0.669584953894086  -0.732006730145968  -0.704994846010753  -0.707054267401075  -0.614077569323522  -0.683981818008333  -0.64385809878414  -0.666198358096774  -0.712871805478226  -0.714675637092554  -0.792420319774194  -0.809182750758065  3.6747311827957  23
X24  0.273254085309711  -0.0158978117723884  -0.113238260031234  -0.52845392475958  -0.405905533133596  -0.516233345264567  0.783062958136483  -0.082926056488189  0.00092616684855643  -0.967722751286089  -0.951133375301837  -0.942449173884514  0.0847991884811024  0.0101014873020997  -0.00672672232813648  -0.563246077355197  -0.529844923754567  -0.693113266543832  -0.0158982323724409  -0.0766572956062992  0.0846367781453924  -0.6718672685958  -0.590864213079003  -0.555552320401575  -0.0978286837751969  -0.0425672417099738  -0.0484759409136483  -0.663363186713123  -0.712517590931758  -0.694272920233333  -0.455798380180577  -0.503616648116194  -0.455798380180577  -0.503616648116194  -0.573005533863517  -0.53834050478042  -0.516048424876115  -0.586592826513648  -0.698545598131496  -0.706422073338583  -0.5385644611979  -0.440899095165092  -0.569759398049869  -0.526215475546194  -0.426978979358268  -0.526615025215223  -0.582089815032047  -0.553095947130554  -0.664688218317585  -0.583222717265092  -0.53697027247  -0.720428872046982  -0.610715131972441  -0.612788878245144  -0.557156656481365  -0.693097929710761  -0.584032926062467  -0.597715128209974  -0.494794292241732  -0.587437702693438  -0.528424139117821  -0.554611364793438  -0.623345682203412  -0.635864615164304  -0.707276542577428  -0.726633082790026  3.64829396325459  24
X25  0.263451860728117  -0.0237712232479707  -0.106049760424694  -0.693430604638631  -0.588995318572616  -0.649282981251589  0.565259069540342  0.0835267102722787  0.17330959066345  -0.957906688300733  -0.946069207481663  -0.933935891273839  0.080163645827555  0.00521798314882641  -0.00688293887948655  -0.712284596062616  -0.691283734970888  -0.803695959694817  -0.0425497698502689  -0.0743564478150856  0.0862847652357702  -0.778908672300733  -0.738239156222249  -0.711888081337164  -0.0812659152276284  -0.0438486336762836  -0.0513561749104645  -0.788617261058435  -0.817218427816137  -0.789776553218924  -0.62577154469131  -0.656511542846455  -0.62577154469131  -0.656511542846455  -0.723046799641076  -0.694169159723399  -0.681955078200244  -0.726525752381663  -0.806613297031785  -0.808557734919315  -0.704668082995599  -0.625034911454523  -0.710930947878729  -0.690053297435208  -0.598518252871834  -0.646607071006112  -0.726813721071883  -0.707122568964792  -0.789866541792176  -0.723420217609531  -0.695385240311051  -0.816208587144254  -0.736154448866748  -0.752869240293888  -0.710166124718826  -0.793824984863081  -0.734117905772616  -0.74067620192176  -0.656889407112469  -0.712260721368704  -0.693147478561858  -0.697688688185012  -0.754506534990391  -0.757387266863081  -0.813789730469438  -0.815769966288509  3.53545232273839  25
X26  0.26683665277551  -0.0186474117157806  -0.110019429272959  -0.509330894077296  -0.423439606624082  -0.57113211495051  0.661314651762755  0.0223186451334184  0.0783514949000765  -0.959131403571429  -0.95799270369898  -0.939944608545918  0.0854660033989796  0.0146482869850765  -0.000796298507507653  -0.542808985797959  -0.506386695402908  -0.705138076071429  -0.0184666900941071  -0.0873024712487245  0.0954274530096684  -0.68412375059949  -0.642159459560714  -0.594403513812245  -0.100260588206378  -0.0460949506322959  -0.0663973290867347  -0.660686412936225  -0.737121965840816  -0.666749375393367  -0.45558395440523  -0.52013810975  -0.45558395440523  -0.52013810975  -0.55471316892449  -0.533882057579082  -0.553946835920663  -0.637259750853316  -0.700628697142857  -0.729165444221939  -0.532658618965816  -0.449173872368163  -0.612403412193878  -0.501534683145663  -0.447525001502806  -0.584627021425255  -0.562853386640816  -0.538847059617092  -0.68430842997449  -0.563614159397194  -0.504869609230102  -0.724786161547423  -0.611201042313775  -0.656817814807143  -0.573172884536735  -0.70868093232398  -0.639552464070153  -0.640100995592347  -0.502869908209184  -0.607174696241582  -0.526987741403061  -0.547892841721939  -0.657116207228571  -0.690316583561224  -0.735693204734694  -0.741147255380102  3.71683673469388  26
X27  0.275280912723404  -0.0182787855304255  -0.106439315609309  -0.50703840360859  -0.433461546020319  -0.56014045956117  0.692738623244681  -0.0112574937542819  0.053959810545766  -0.972908252234043  -0.9618174925  -0.947520906781915  0.0715059687093085  0.0133574918581117  0.00426294737003989  -0.545753817082181  -0.532441597131782  -0.723166720949202  -0.0359953795974335  -0.0623865778055585  0.0866976353096808  -0.663891799133511  -0.643348046641755  -0.597697904200532  -0.0988796408121809  -0.048727570290266  -0.0520216976042021  -0.688588854719415  -0.758987815244681  -0.692405258923936  -0.45847719092883  -0.51383401236217  -0.45847719092883  -0.51383401236217  -0.571130145692021  -0.543590747525266  -0.545257448939468  -0.615357912853138  -0.726314018348404  -0.751535775345745  -0.533040389462766  -0.45900642144734  -0.613164415230053  -0.49820335230641  -0.45698135805008  -0.567888018542021  -0.570051295243085  -0.557099603309574  -0.698961497348404  -0.561387805845931  -0.537826806154149  -0.746437717973404  -0.611160020505851  -0.664140638875  -0.579267501595027  -0.682967510794415  -0.636418907263298  -0.642638544914894  -0.504153242036277  -0.596212348463564  -0.536050245429202  -0.557373201442287  -0.658051036146064  -0.655545063515957  -0.753185377517287  -0.767784058529867  3.76329787234043  27
X28  0.279076882379581  -0.0173387922571204  -0.110206727058403  -0.509419066045288  -0.416535862686387  -0.545540250241387  0.691856275787958  -0.059673434389267  0.0401072495143194  -0.961168795026178  -0.947430897816754  -0.934188038115183  0.0741545410157068  0.0127509524787435  -0.00464039459673298  -0.576440386158115  -0.535678145834555  -0.715322283077225  -0.0373706032547592  -0.0757830102767801  0.0953796802221204  -0.658057056382199  -0.660051345064136  -0.59579184328534  -0.0959677493628272  -0.038331999997199  -0.0453946694267801  -0.69383242023822  -0.756089160801047  -0.694520490240838  -0.446420991230105  -0.506678166613089  -0.446420991230105  -0.506678166613089  -0.584007098758377  -0.56197790375733  -0.549894559801309  -0.616265160104712  -0.728712486473822  -0.744860872895288  -0.54748078823822  -0.448074040210367  -0.598496488505026  -0.496883866588482  -0.438545958386649  -0.554681060321414  -0.601670386727749  -0.564039573082304  -0.690583560374346  -0.588423888438482  -0.536880900479319  -0.738948767460209  -0.609060627752644  -0.671302504610654  -0.585920000290576  -0.676030105022513  -0.658340066605052  -0.638117685732199  -0.506731223561571  -0.585150227798429  -0.554488253920942  -0.57573942814712  -0.655937548756021  -0.658272616979058  -0.747684694435654  -0.76031947995288  3.81413612565445  28
X29  0.268566311322674  -0.0194730477832558  -0.105199088689244  -0.529517786978779  -0.385356401703634  -0.510495751799709  0.617866984854651  0.00331267775232558  0.0930885917162413  -0.961498424244186  -0.949455266098837  -0.937832162383721  0.0894553185911047  0.0036326713555814  -0.0225895697492413  -0.546695911118895  -0.475664604128488  -0.670434233597384  -0.0274604909025581  -0.0867013576371512  0.0837546137767442  -0.644781316186047  -0.551811739109622  -0.575768534325581  -0.106458739846802  -0.0457298998444477  -0.0505742191333663  -0.60518418573343  -0.683954368889535  -0.660390667119186  -0.447212382468895  -0.501156082134012  -0.447212382468895  -0.501156082134012  -0.540382474090988  -0.515452464049709  -0.497841996382558  -0.543684310515233  -0.658843221069186  -0.678217932076744  -0.537256549781977  -0.407343029449128  -0.558442629943605  -0.528014418771279  -0.414279546265465  -0.52618702119186  -0.56817375577907  -0.507894215615407  -0.646139106473837  -0.565390004011628  -0.476545317697616  -0.693339431622093  -0.566427732934012  -0.582301136422965  -0.54929934597064  -0.671211077844186  -0.540914573778779  -0.625337385944767  -0.483074852530814  -0.592190162550291  -0.50869469296657  -0.529023297739535  -0.57849758003343  -0.602106541267151  -0.679152219930233  -0.700773263953488  3.70348837209302  29
X30  0.274798231819843  -0.0182307295584595  -0.112137346850595  -0.630797754255352  -0.509811560010313  -0.639133667827676  0.592090786279373  0.0713957100441253  0.123868984053525  -0.964933934281984  -0.954987057971279  -0.950922745091384  0.0794746960742298  0.0101080938481723  0.00118030070589426  -0.646222830333916  -0.595708873596031  -0.773002782326371  -0.0243075991678068  -0.076593655852611  0.085677920025718  -0.734065218534204  -0.68337989839282  -0.658905602443029  -0.0983715974898172  -0.0476421504027937  -0.0585056840718538  -0.722584462431854  -0.803742596093995  -0.746814228441253  -0.571045953475196  -0.612825885201044  -0.571045953475196  -0.612825885201044  -0.652623602644909  -0.630870113113055  -0.616039509543603  -0.67882353805624  -0.769865900772846  -0.789935347169713  -0.637432909116841  -0.533054219389608  -0.682051205333681  -0.629175721334204  -0.530160875394256  -0.646045305501305  -0.663208080032271  -0.618783511130548  -0.753436606898172  -0.660833891516971  -0.598611620783316  -0.791429265435248  -0.678233079831332  -0.717832788671018  -0.652449181663708  -0.753181730881201  -0.668285144579373  -0.694428503226893  -0.605611815522976  -0.678587465908616  -0.624965695506527  -0.641819318089452  -0.711467347077285  -0.713244128859008  -0.793400116122715  -0.80092340956658  3.50913838120104  30
